expense_id,date,vendor_name,category,description,amount,payment_method
855,2026-05-25,Social Ads Platform,Marketing & Growth,Social Ads Platform,7.67,Business Debit
856,2026-05-25,Suite Rent - Main Location,Occupancy Cost,Suite Rent - Main Location,609.98,Zelle
857,2026-05-26,Break Room Supplies,Other/Non-Operating,Break Room Supplies,147.19,Credit Card
858,2026-05-26,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,100.05,Zelle
859,2026-05-26,Booking Software Subscription,Software & Technology,Booking Software Subscription,63.9,Zelle
860,2026-05-26,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,121.86,Business Debit
861,2026-05-26,Injectable Supply Distributor,Cost of Services (Clinical Supplies),Injectable Supply Distributor,109.5,Bank Transfer
862,2026-05-27,Search Ads Platform,Marketing & Growth,Search Ads Platform,7.11,Business Debit
863,2026-05-27,Scheduling App Fee,Software & Technology,Scheduling App Fee,14.25,Credit Card
864,2026-05-28,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,515.73,Business Debit
865,2026-05-28,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,260.88,Zelle
866,2026-05-28,Medical Supply Wholesaler,Cost of Services (Clinical Supplies),Medical Supply Wholesaler,46.08,Zelle
867,2026-05-28,Social Ads Platform,Marketing & Growth,Social Ads Platform,10.24,Bank Transfer
868,2026-05-29,Search Ads Platform,Marketing & Growth,Search Ads Platform,22.22,Cash
869,2026-05-29,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,2534.28,Credit Card
870,2026-05-30,Disposable Clinic Supplies Co,Cost of Services (Clinical Supplies),Disposable Clinic Supplies Co,87.16,Cash
871,2026-05-30,Equipment Tune-Up Service,"Repairs, Maintenance & Small Equipment",Equipment Tune-Up Service,42.18,Credit Card
872,2026-05-31,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,515.45,Credit Card
873,2026-05-31,Social Ads Platform,Marketing & Growth,Social Ads Platform,13.7,Zelle
874,2026-06-01,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,334.56,Business Debit
875,2026-06-01,Booking Software Subscription,Software & Technology,Booking Software Subscription,160.52,Credit Card
876,2026-06-02,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,185.61,Cash
877,2026-06-02,Office Supply Co,Other/Non-Operating,Office Supply Co,130.72,Cash
878,2026-06-02,Local Print Promo Co,Marketing & Growth,Local Print Promo Co,12.85,Bank Transfer
879,2026-06-03,General Store Purchase,Other/Non-Operating,General Store Purchase,118.39,Zelle
880,2026-06-04,Financing Payment,Debt Services,Financing Payment,145.69,Business Debit
881,2026-06-05,Financing Payment,Debt Services,Financing Payment,296.84,Zelle
882,2026-06-05,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,51.14,Credit Card
883,2026-06-06,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,75.06,Bank Transfer
884,2026-06-07,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,502.08,Cash
885,2026-06-07,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,4888.61,Zelle
886,2026-06-08,Line of Credit Interest,Debt Services,Line of Credit Interest,857.42,Check
887,2026-06-08,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,214.96,Zelle
888,2026-06-08,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,1086.72,Check
889,2026-06-09,Break Room Supplies,Other/Non-Operating,Break Room Supplies,129.45,Check
890,2026-06-10,Bank Monthly Fee,Banking & Financial Fees,Bank Monthly Fee,150.67,Check
891,2026-06-10,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,2255.21,Cash
892,2026-06-11,Break Room Supplies,Other/Non-Operating,Break Room Supplies,129.46,Business Debit
893,2026-06-11,Local Print Promo Co,Marketing & Growth,Local Print Promo Co,18.44,Check
894,2026-06-11,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,84.26,Zelle
895,2026-06-12,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,840.29,Business Debit
896,2026-06-12,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,168.22,Bank Transfer
897,2026-06-13,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,201.78,Credit Card
898,2026-06-13,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,250.37,Check
899,2026-06-14,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,110.98,Check
900,2026-06-14,Legal Consultation,Professional Services,Legal Consultation,331.47,Credit Card
901,2026-06-14,Break Room Supplies,Other/Non-Operating,Break Room Supplies,117.09,Business Debit
902,2026-06-14,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,1168.2,Zelle
903,2026-06-15,Local Permit Office,Licensing & Compliance,Local Permit Office,21.99,Zelle
904,2026-06-15,Point-of-Sale Software,Software & Technology,Point-of-Sale Software,6.02,Bank Transfer
905,2026-06-15,Financing Payment,Debt Services,Financing Payment,39.95,Check
906,2026-06-16,Break Room Supplies,Other/Non-Operating,Break Room Supplies,20.45,Bank Transfer
907,2026-06-16,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,220.15,Check
908,2026-06-17,General Liability Policy,Insurance,General Liability Policy,63.11,Zelle
909,2026-06-17,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,38.84,Check
910,2026-06-17,Suite Rent - Main Location,Occupancy Cost,Suite Rent - Main Location,534.15,Zelle
911,2026-06-17,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,180.55,Credit Card
912,2026-06-17,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,77.26,Bank Transfer
913,2026-06-17,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,1027.45,Cash
914,2026-06-17,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,214.72,Cash
915,2026-06-17,Booking Software Subscription,Software & Technology,Booking Software Subscription,40.39,Check
916,2026-06-18,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,180.51,Business Debit
917,2026-06-18,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,249.02,Bank Transfer
918,2026-06-19,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,896.26,Zelle
919,2026-06-19,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,107.34,Zelle
920,2026-06-19,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,282.2,Business Debit
921,2026-06-20,Bank Monthly Fee,Banking & Financial Fees,Bank Monthly Fee,1424.04,Credit Card
922,2026-06-20,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,44.06,Bank Transfer
923,2026-06-20,Financing Payment,Debt Services,Financing Payment,103.64,Credit Card
924,2026-06-20,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,120.26,Bank Transfer
925,2026-06-20,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,108.31,Zelle
926,2026-06-21,Water & Sewer Utility,Occupancy Cost,Water & Sewer Utility,539.48,Credit Card
927,2026-06-21,Malpractice Insurance Premium,Insurance,Malpractice Insurance Premium,40.98,Check
928,2026-06-21,Scheduling App Fee,Software & Technology,Scheduling App Fee,12.44,Business Debit
929,2026-06-21,Equipment Loan Payment,Debt Services,Equipment Loan Payment,788.58,Cash
930,2026-06-22,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,1204.82,Business Debit
931,2026-06-22,Local Print Promo Co,Marketing & Growth,Local Print Promo Co,366.76,Check
932,2026-06-22,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,111.48,Credit Card
933,2026-06-23,Office Supply Co,Other/Non-Operating,Office Supply Co,27.28,Business Debit
934,2026-06-23,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,476.66,Zelle
935,2026-06-24,Skincare Product Restock,Cost of Services (Clinical Supplies),Skincare Product Restock,111.48,Zelle
936,2026-06-24,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,92.6,Check
937,2026-06-24,Search Ads Platform,Marketing & Growth,Search Ads Platform,12.91,Credit Card
938,2026-06-24,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,2107.01,Business Debit
939,2026-06-25,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,1843.86,Credit Card
940,2026-06-25,Suite Rent - Main Location,Occupancy Cost,Suite Rent - Main Location,824.01,Credit Card
941,2026-06-25,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,155.49,Bank Transfer
942,2026-06-25,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,268.02,Cash
943,2026-06-25,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,608.9,Zelle
944,2026-06-26,Skincare Product Restock,Cost of Services (Clinical Supplies),Skincare Product Restock,469.45,Credit Card
945,2026-06-26,Break Room Supplies,Other/Non-Operating,Break Room Supplies,107.15,Check
946,2026-06-27,Break Room Supplies,Other/Non-Operating,Break Room Supplies,104.93,Credit Card
947,2026-06-27,Local Print Promo Co,Marketing & Growth,Local Print Promo Co,22.96,Zelle
948,2026-06-27,CAM Fee,Occupancy Cost,CAM Fee,242.93,Bank Transfer
949,2026-06-27,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,205.6,Bank Transfer
950,2026-06-27,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,764.16,Bank Transfer
951,2026-06-27,General Store Purchase,Other/Non-Operating,General Store Purchase,738.2,Bank Transfer
952,2026-06-27,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,584.88,Zelle
953,2026-06-27,Local Permit Office,Licensing & Compliance,Local Permit Office,25.05,Check
954,2026-06-28,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,320.71,Credit Card
955,2026-06-28,CAM Fee,Occupancy Cost,CAM Fee,829.2,Credit Card
956,2026-06-28,Search Ads Platform,Marketing & Growth,Search Ads Platform,16.26,Credit Card
957,2026-06-28,Skincare Product Restock,Cost of Services (Clinical Supplies),Skincare Product Restock,57.44,Cash
958,2026-06-28,Equipment Loan Payment,Debt Services,Equipment Loan Payment,114.1,Credit Card
959,2026-06-29,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,71.02,Bank Transfer
960,2026-06-30,General Store Purchase,Other/Non-Operating,General Store Purchase,130.31,Check
961,2026-07-01,Scheduling App Fee,Software & Technology,Scheduling App Fee,11.88,Bank Transfer
962,2026-07-01,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,261.46,Cash
963,2026-07-01,CAM Fee,Occupancy Cost,CAM Fee,1001.08,Zelle
964,2026-07-02,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,163.06,Cash
965,2026-07-03,Social Ads Platform,Marketing & Growth,Social Ads Platform,19.76,Check
966,2026-07-04,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,268.28,Credit Card
967,2026-07-04,General Store Purchase,Other/Non-Operating,General Store Purchase,5.86,Cash
968,2026-07-05,Scheduling App Fee,Software & Technology,Scheduling App Fee,6.08,Bank Transfer
969,2026-07-05,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,2600.86,Zelle
970,2026-07-05,Equipment Tune-Up Service,"Repairs, Maintenance & Small Equipment",Equipment Tune-Up Service,47.94,Credit Card
971,2026-07-05,Disposable Clinic Supplies Co,Cost of Services (Clinical Supplies),Disposable Clinic Supplies Co,39.47,Bank Transfer
972,2026-07-05,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,299.7,Zelle
973,2026-07-05,Financing Payment,Debt Services,Financing Payment,321.22,Cash
974,2026-07-06,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,936.61,Zelle
975,2026-07-06,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,993.91,Check
976,2026-07-06,Wire Transfer Fee,Banking & Financial Fees,Wire Transfer Fee,2.24,Cash
977,2026-07-06,Break Room Supplies,Other/Non-Operating,Break Room Supplies,53.99,Zelle
978,2026-07-06,Cloud Storage Plan,Software & Technology,Cloud Storage Plan,10.23,Business Debit
979,2026-07-07,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,368.06,Credit Card
980,2026-07-08,Financing Payment,Debt Services,Financing Payment,804.55,Cash
981,2026-07-08,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,166.88,Check
982,2026-07-08,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,638.27,Credit Card
983,2026-07-09,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,606.78,Cash
984,2026-07-09,Cloud Storage Plan,Software & Technology,Cloud Storage Plan,60.3,Credit Card
985,2026-07-10,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,1186.25,Credit Card
986,2026-07-10,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,149.06,Credit Card
987,2026-07-10,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,152.61,Credit Card
988,2026-07-11,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,872.5,Zelle
989,2026-07-12,Merchant Processing Fee,Banking & Financial Fees,Merchant Processing Fee,22.92,Check
990,2026-07-13,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,846.38,Cash
991,2026-07-13,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,46.96,Check
992,2026-07-15,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,43.19,Business Debit
993,2026-07-15,Injectable Supply Distributor,Cost of Services (Clinical Supplies),Injectable Supply Distributor,53.36,Cash
994,2026-07-15,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,54.41,Cash
995,2026-07-15,Office Supply Co,Other/Non-Operating,Office Supply Co,140.52,Cash
996,2026-07-15,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,862.56,Credit Card
997,2026-07-15,Cloud Storage Plan,Software & Technology,Cloud Storage Plan,69.5,Zelle
998,2026-07-15,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,243.51,Cash
999,2026-07-16,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,1020.24,Credit Card
1000,2026-07-17,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,273.82,Credit Card
1001,2026-07-17,Local Permit Office,Licensing & Compliance,Local Permit Office,39.37,Cash
1002,2026-07-17,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,300.43,Bank Transfer
1003,2026-07-17,Booking Software Subscription,Software & Technology,Booking Software Subscription,74.45,Zelle
1004,2026-07-17,Line of Credit Interest,Debt Services,Line of Credit Interest,232.05,Bank Transfer
1005,2026-07-18,Search Ads Platform,Marketing & Growth,Search Ads Platform,19.09,Cash
1006,2026-07-18,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,116.56,Credit Card
1007,2026-07-18,Wire Transfer Fee,Banking & Financial Fees,Wire Transfer Fee,5.6,Check
1008,2026-07-18,Line of Credit Interest,Debt Services,Line of Credit Interest,277.14,Credit Card
1009,2026-07-18,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,116.35,Business Debit
1010,2026-07-19,Disposable Clinic Supplies Co,Cost of Services (Clinical Supplies),Disposable Clinic Supplies Co,33.3,Bank Transfer
1011,2026-07-20,General Store Purchase,Other/Non-Operating,General Store Purchase,70.24,Cash
1012,2026-07-20,Payroll Tax Deposit,Payroll & Labor,Payroll Tax Deposit,459.56,Bank Transfer
1013,2026-07-20,Local Print Promo Co,Marketing & Growth,Local Print Promo Co,21.94,Check
1014,2026-07-20,Break Room Supplies,Other/Non-Operating,Break Room Supplies,124.1,Check
1015,2026-07-20,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,472.97,Check
1016,2026-07-20,Property Insurance Premium,Insurance,Property Insurance Premium,78.75,Check
1017,2026-07-20,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,181.83,Zelle
1018,2026-07-21,Line of Credit Interest,Debt Services,Line of Credit Interest,372.43,Business Debit
1019,2026-07-21,Break Room Supplies,Other/Non-Operating,Break Room Supplies,91.81,Business Debit
1020,2026-07-22,Referral Program Payout,Marketing & Growth,Referral Program Payout,6.42,Business Debit
1021,2026-07-22,Water & Sewer Utility,Occupancy Cost,Water & Sewer Utility,453.78,Check
1022,2026-07-22,Break Room Supplies,Other/Non-Operating,Break Room Supplies,130.81,Zelle
1023,2026-07-23,Medical Supply Wholesaler,Cost of Services (Clinical Supplies),Medical Supply Wholesaler,115.17,Zelle
1024,2026-07-23,Medical Supply Wholesaler,Cost of Services (Clinical Supplies),Medical Supply Wholesaler,110.33,Cash
1025,2026-07-23,Staff Payroll Run,Payroll & Labor,Staff Payroll Run,1104.35,Cash
1026,2026-07-23,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,93.93,Bank Transfer
1027,2026-07-23,Cloud Storage Plan,Software & Technology,Cloud Storage Plan,91.75,Zelle
1028,2026-07-24,Merchant Processing Fee,Banking & Financial Fees,Merchant Processing Fee,13.36,Bank Transfer
1029,2026-07-24,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,121.42,Zelle
1030,2026-07-25,Suite Rent - Main Location,Occupancy Cost,Suite Rent - Main Location,996.33,Cash
1031,2026-07-25,Referral Program Payout,Marketing & Growth,Referral Program Payout,203.62,Credit Card
1032,2026-07-26,Line of Credit Interest,Debt Services,Line of Credit Interest,142.72,Credit Card
1033,2026-07-26,Wire Transfer Fee,Banking & Financial Fees,Wire Transfer Fee,13.37,Check
1034,2026-07-26,Search Ads Platform,Marketing & Growth,Search Ads Platform,122.27,Credit Card
1035,2026-07-27,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,261.36,Check
1036,2026-07-27,Owner Draw,Owner Distribution (Non-Operating),Owner Draw,135.66,Check
1037,2026-07-28,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,244.6,Bank Transfer
1038,2026-07-29,Office Supply Co,Other/Non-Operating,Office Supply Co,33.43,Business Debit
1039,2026-07-29,Injectable Supply Distributor,Cost of Services (Clinical Supplies),Injectable Supply Distributor,90.12,Check
1040,2026-07-30,Contract Esthetician Pay,Payroll & Labor,Contract Esthetician Pay,217.89,Check
1041,2026-07-30,Small Tools Purchase,"Repairs, Maintenance & Small Equipment",Small Tools Purchase,42.88,Check
1042,2026-07-31,General Store Purchase,Other/Non-Operating,General Store Purchase,299.46,Business Debit
1043,2026-07-31,Miscellaneous Purchase,Other/Non-Operating,Miscellaneous Purchase,1125.18,Check
1044,2026-07-31,Front Desk Payroll,Payroll & Labor,Front Desk Payroll,977.39,Zelle
